Machine Serial,Volume,Drawing P/N,E.C.,Page,Run,Machine,Frame,Gate,Panel,Row,Column,Double Card Height,Card Type,Card P/N,MF 1 Feature Code,Crossed Out,Sheet,Sheet Coordinate,Ignore,Special EC,,Bottom Note?,Notes
,,,,,,,,,,H,04,,DFC,0370205,,,13.12.02.1,4H,,,,,
,,,,,,,,,,H,04,,DFC,0370205,,,13.12.03.1,4B,,,,,
,,,,,,,,,,H,04,,DFC,0370205,,,13.12.03.1,4F,,,,,
,,,,,,,,,,J,04,,AJF,0370414,,,40.10.01.1,2B,,,,1 2 3 4 *,
,,,,,,,,,,K,04,,CABL,,,,11.04.06.3,3I,,,,,
,,,,,,,,,,A,05,,RESERVED,,,,,,X,,,COUNTER,
,,,,,,,,,,B,05,,RESERVED,,,,,,X,,,COUNTER,
,,,,,,,,,,C,05,,DAC,0371951,,,12.61.13.1,3H,,,,,
,,,,,,,,,,C,05,,DAC,0371951,,,13.13.04.1,4E,,,,,
,,,,,,,,,,C,05,,DAC,0371951,,,13.13.09.1,4C,,,,,
,,,,,,,,,,D,05,,DEQ,0370212,,,13.10.01.1,1F,,,,2,
,,,,,,,,,,D,05,,DEQ,0370212,,,13.10.01.1,2F,,,,2,
,,,,,,,,,,D,05,,DEQ,0370212,,,13.13.02.1,2D,,,,2,
,,,,,,,,,,D,05,,DEQ,0370212,,,13.13.02.1,4D,,,,2,
,,,,,,,,,,E,05,,DEQ,0370212,Z0,,13.10.01.1,1B,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,DEQ,0370212,Z0,,13.10.01.1,2B,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,DEQ,0370212,Z0,,13.10.01.1,1C,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,DEQ,0370212,Z0,,13.10.01.1,2C,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,DEQ,0370212,Z0,,13.12.05.1,2B,,,,,Identified Using Sheet
,,,,,,,,,,E,05,,DEQ,0370212,Z0,,13.12.05.1,3B,,,,,Identified Using Sheet
,,,,,,,,,,F,05,,DFB,0370206,,,13.10.01.1,3C,,,,,Identified Using Sheet
,,,,,,,,,,F,05,,DFB,0370206,,,13.10.01.1,4C,,,,,Identified Using Sheet
,,,,,,,,,,F,05,,DFB,0370206,,,13.10.01.1,5C,,,,,Identified Using Sheet
,,,,,,,,,,F,05,,DFB,0370206,,,13.10.01.1,5D,,,,,Identified Using Sheet
,,,,,,,,,,F,05,,DFB,0370206,,,14.70.14.1,3B,,,,,Identified Using Sheet
,,,,,,,,,,F,05,,DFB,0370206,,,14.70.14.1,4B,,,,,Identified Using Sheet
,,,,,,,,,,G,05,,DAC,0371951,,,13.12.01.1,3C,,,,,
,,,,,,,,,,G,05,,DAC,0371951,,,13.12.01.1,4C,,,,,
,,,,,,,,,,G,05,,DAC,0371951,,,13.12.01.1,4G,,,,,
,,,,,,,,,,H,05,,DAC,0371951,,,13.12.02.1,3B,,,,,
,,,,,,,,,,H,05,,DAC,0371951,,,13.12.02.1,4B,,,,,
,,,,,,,,,,H,05,,DAC,0371951,,,14.70.14.1,5B,,,,,
,,,,,,,,,,J,05,,DET,0370203,,,13.12.03.1,5G,,,,,Identified Using Sheet
,,,,,,,,,,J,05,,DET,0370203,,,15.38.04.1,4A,,,,,Identified Using Sheet
,,,,,,,,,,J,05,,DET,0370203,,,15.38.04.1,2B,,,,,Identified Using Sheet
,,,,,,,,,,J,05,,DET,0370203,,,15.38.04.1,3B,,,,,Identified Using Sheet
,,,,,,,,,,J,05,,DET,0370203,,,15.38.04.1,4B,,,,,Identified Using Sheet
,,,,,,,,,,J,05,,DET,0370203,,,15.38.04.1,4C,,,,,Identified Using Sheet
,,,,,,,,,,K,05,,CONN,,,,11.04.06.3,2I,,,,,
,,,,,,,,,,A,06,,DAC,0371951,,,12.60.04.1,4B,,,,,
,,,,,,,,,,A,06,,DAC,0371951,,,12.60.05.1,1H,,,,,
,,,,,,,,,,A,06,,DAC,0371951,,,12.60.14.1,3H,,,,,
,,,,,,,,,,B,06,,DFP,0370228,,,12.60.03.1,5A,,,,3,Identified Using Sheet
,,,,,,,,,,B,06,,DFP,0370228,,,12.60.03.1,3B,,,,3,Identified Using Sheet
,,,,,,,,,,B,06,,DFP,0370228,,,12.60.03.1,5B,,,,3,Identified Using Sheet
,,,,,,,,,,B,06,,DFP,0370228,,,12.60.03.1,5C,,,,3,Identified Using Sheet
,,,,,,,,,,B,06,,DFP,0370228,,,13.13.04.1,1I,,,,3,Identified Using Sheet
,,,,,,,,,,C,06,,AEK,0370215,,,13.10.01.1,1A,,,,,
,,,,,,,,,,C,06,,AEK,0370215,,,13.13.04.1,2E,,,,,
,,,,,,,,,,C,06,,AEK,0370215,,,13.13.07.1,2A,,,,,
,,,,,,,,,,D,06,,DEQ,0370212,,,13.11.02.1,2A,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEQ,0370212,,,13.11.02.1,4A,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEQ,0370212,,,13.11.02.1,2B,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEQ,0370212,,,13.11.02.1,4B,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEQ,0370212,,,13.11.02.1,2C,,,,,Identified Using Sheet
,,,,,,,,,,D,06,,DEQ,0370212,,,13.11.02.1,4C,,,,,Identified Using Sheet
,,`,,,,,,,,E,06,,DEQ,0370212,,,13.11.02.1,2D,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,DEQ,0370212,,,13.11.02.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,DEQ,0370212,,,13.11.02.1,2F,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,DEQ,0370212,,,13.11.02.1,4F,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,DEQ,0370212,,,13.11.02.1,2G,,,,,Identified Using Sheet
,,,,,,,,,,E,06,,DEQ,0370212,,,13.11.02.1,4G,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,DEQ,0370212,,,13.11.01.1,2B,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,DEQ,0370212,,,13.11.01.1,4B,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,DEQ,0370212,,,13.11.01.1,2C,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,DEQ,0370212,,,13.11.01.1,4C,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,DEQ,0370212,,,13.11.01.1,2D,,,,,Identified Using Sheet
,,,,,,,,,,F,06,,DEQ,0370212,,,13.11.01.1,4D,,,,,Identified Using Sheet
,,,,,,,,,,G,06,,DEW,0370211,Z0,,13.12.01.1,5E,,,,6,Identified Using Sheet
,,,,,,,,,,G,06,,DEW,0370211,Z0,,13.12.02.1,5G,,,,6,Identified Using Sheet
,,,,,,,,,,G,06,,DEW,0370211,Z0,,13.12.02.1,4I,,,,6,Identified Using Sheet
,,,,,,,,,,G,06,,DEW,0370211,Z0,,13.12.03.1,5D,,,,6,Identified Using Sheet
,,,,,,,,,,G,06,,DEW,0370211,Z0,,13.12.03.1,5H,,,,6,Identified Using Sheet
,,,,,,,,,,H,06,,DAC,0371951,,,13.12.02.1,3E,,,,,
,,,,,,,,,,H,06,,DAC,0371951,,,13.12.18.1,3A,,,,,
,,,,,,,,,,H,06,,DAC,0371951,,,13.13.04.1,4G,,,,,
,,,,,,,,,,J,06,,DAC,0371951,,,12.15.03.1,2G,,,,,
,,,,,,,,,,J,06,,DAC,0371951,,,12.60.17.1,4B,,,,,Verified Using Sheet
,,,,,,,,,,J,06,,DAC,0371951,,,15.38.04.1,3H,,,,,
,,,,,,,,,,K,06,,CONN,,,,11.04.06.3,1I,,,,,
,,,,,,,,,,A,07,,DFP,0370228,,,12.60.02.1,5A,,,,3,Identified Using Sheet
,,,,,,,,,,A,07,,DFP,0370228,,,12.60.02.1,3B,,,,3,Identified Using Sheet
,,,,,,,,,,A,07,,DFP,0370228,,,12.60.02.1,5B,,,,3,Identified Using Sheet
,,,,,,,,,,A,07,,DFP,0370228,,,12.60.02.1,5C,,,,3,Identified Using Sheet
,,,,,,,,,,A,07,,DFP,0370228,,,13.13.04.1,1D,,,,3,Identified Using Sheet
,,,,,,,,,,B,07,,DFP,0370228,,,12.60.03.1,5D,,,,3,Identified Using Sheet
,,,,,,,,,,B,07,,DFP,0370228,,,12.60.03.1,3E,,,,3,Identified Using Sheet
,,,,,,,,,,B,07,,DFP,0370228,,,12.60.03.1,5E,,,,3,Identified Using Sheet
,,,,,,,,,,B,07,,DFP,0370228,,,12.60.03.1,5F,,,,3,Identified Using Sheet
,,,,,,,,,,B,07,,DFP,0370228,,,13.13.04.1,1F,,,,3,Identified Using Sheet
,,,,,,,,,,C,07,,DAX,0370084,Z0,,12.60.19.1,4H,,,,,
,,,,,,,,,,C,07,,DAX,0370084,Z0,,12.60.19.1,5B,,,,,
,,,,,,,,,,C,07,,DAX,0370084,Z0,,12.61.13.1,2H,,,,,
,,,,,,,,,,C,07,,DAX,0370084,Z0,,13.12.16.1,2F,,,,,
,,,,,,,,,,D,07,,DEA,0371941,,,13.10.02.1,2C,,,,,Identified Using Sheet
,,,,,,,,,,D,07,,DEA,0371941,,,13.10.02.1,2F,,,,,Identified Using Sheet
,,,,,,,,,,D,07,,DEA,0371941,,,13.10.02.1,2I,,,,,Identified Using Sheet
,,,,,,,,,,D,07,,DEA,0371941,,,13.10.03.1,2C,,,,,Identified Using Sheet
,,,,,,,,,,D,07,,DEA,0371941,,,13.10.03.1,2F,,,,,Identified Using Sheet
,,,,,,,,,,D,07,,DEA,0371941,,,13.10.03.1,2I,,,,,Identified Using Sheet
,,,,,,,,,,E,07,,DEQ,0370212,,,13.11.01.1,2A,,,,,Identified Using Sheet
,,,,,,,,,,E,07,,DEQ,0370212,,,13.11.01.1,4A,,,,,Identified Using Sheet
,,,,,,,,,,E,07,,DEQ,0370212,,,13.11.01.1,2I,,,,,Identified Using Sheet
,,,,,,,,,,E,07,,DEQ,0370212,,,13.11.01.1,4I,,,,,Identified Using Sheet
,,,,,,,,,,E,07,,DEQ,0370212,,,13.11.02.1,2I,,,,,Identified Using Sheet
,,,,,,,,,,E,07,,DEQ,0370212,,,13.11.02.1,4I,,,,,Identified Using Sheet
,,,,,,,,,,F,07,,DEQ,0370212,,,13.11.01.1,2F,,,,,Identified Using Sheet
,,,,,,,,,,F,07,,DEQ,0370212,,,13.11.01.1,4F,,,,,Identified Using Sheet
,,,,,,,,,,F,07,,DEQ,0370212,,,13.11.01.1,2G,,,,,Identified Using Sheet
,,,,,,,,,,F,07,,DEQ,0370212,,,13.11.01.1,4G,,,,,Identified Using Sheet
,,,,,,,,,,F,07,,DEQ,0370212,,,13.12.01.1,2G,,,,,Identified Using Sheet
,,,,,,,,,,F,07,,DEQ,0370212,,,13.12.01.1,3G,,,,,Identified Using Sheet
,,,,,,,,,,G,07,,DAC,0371951,Z0,,13.10.02.1,1D,,,,,
,,,,,,,,,,G,07,,DAC,0371951,Z0,,13.12.02.1,5D,,,,,
,,,,,,,,,,G,07,,DAC,0371951,Z0,,13.13.11.1,4C,,,,,
,,,,,,,,,,H,07,,DAC,0371951,Z0,,12.60.19.1,2C,,,,,
,,,,,,,,,,H,07,,DAC,0371951,Z0,,12.60.19.1,4C,,,,,
,,,,,,,,,,H,07,,DAC,0371951,Z0,,15.38.04.1,3C,,,,,
,,,,,,,,,,J,07,,TAU,0370129,Z0,,12.15.04.1,2D,,,,5,
,,,,,,,,,,J,07,,TAU,0370129,Z0,,12.60.19.1,5A,,,,5,
,,,,,,,,,,J,07,,TAU,0370129,Z0,,15.38.04.1,2C,,,,5,
,,,,,,,,,,J,07,,TAU,0370129,Z0,,15.38.04.1,4E,,,,5,
,,,,,,,,,,K,07,,CONN,,,,11.04.06.4,5A,,,,,
,,,,,,,,,,A,08,,DFP,0370228,,,12.60.02.1,5D,,,,3,Identified Using Sheet
,,,,,,,,,,A,08,,DFP,0370228,,,12.60.02.1,3E,,,,3,Identified Using Sheet
,,,,,,,,,,A,08,,DFP,0370228,,,12.60.02.1,5E,,,,3,Identified Using Sheet
,,,,,,,,,,A,08,,DFP,0370228,,,12.60.02.1,5F,,,,3,Identified Using Sheet
,,,,,,,,,,A,08,,DFP,0370228,,,13.13.07.1,1I,,,,3,Identified Using Sheet
,,,,,,,,,,B,08,,DFP,0370228,,,12.60.03.1,3H,,,,2 3,
,,,,,,,,,,B,08,,DFP,0370228,,,12.60.03.1,5G,,,,2 3,
,,,,,,,,,,B,08,,DFP,0370228,,,12.60.03.1,5H,,,,2 3,
,,,,,,,,,,B,08,,DFP,0370228,,,12.60.03.1,5I,,,,2 3,
,,,,,,,,,,C,08,,DAC,0371951,,,12.60.01.1,2H,,,,4,
,,,,,,,,,,C,08,,DAC,0371951,,,12.60.01.1,4H,,,,4,
,,,,,,,,,,C,08,,DAC,0371951,,,13.13.06.1,1D,,,,4,
,,,,,,,,,,D,08,,DEQ,0370212,,,13.11.01.1,2H,,,,,Identified Using Sheet
,,,,,,,,,,D,08,,DEQ,0370212,,,13.11.01.1,4H,,,,,Identified Using Sheet
,,,,,,,,,,D,08,,DEQ,0370212,,,13.11.02.1,2H,,,,,Identified Using Sheet
,,,,,,,,,,D,08,,DEQ,0370212,,,13.11.02.1,4H,,,,,Identified Using Sheet
,,,,,,,,,,D,08,,DEQ,0370212,,,13.13.02.1,2A,,,,,Identified Using Sheet
,,,,,,,,,,D,08,,DEQ,0370212,,,13.13.02.1,4A,,,,,Identified Using Sheet
,,,,,,,,,,E,08,,DAC,0371951,,,12.12.40.1,2G,,,,4,
,,,,,,,,,,E,08,,DAC,0371951,,,13.13.06.1,4E,,,,4,
,,,,,,,,,,E,08,,DAC,0371951,,,13.13.10.1,4H,,,,4,
,,,,,,,,,,F,08,,AEK,0370215,,,13.13.04.1,2G,,,,,
,,,,,,,,,,F,08,,AEK,0370215,,,13.13.06.1,2E,,,,,
,,,,,,,,,,F,08,,AEK,0370215,,,13.14.05.1,3H,,,,,
,,,,,,,,,,G,08,,AEK,0370215,,,13.12.01.1,2B,,,,,
,,,,,,,,,,G,08,,AEK,0370215,,,13.12.01.1,2C,,,,,
,,,,,,,,,,G,08,,AEK,0370215,,,13.14.01.1,2G,,,,,
,,,,,,,,,,H,08,,AEK,0370215,,,13.12.01.1,2F,,,,,
,,,,,,,,,,H,08,,AEK,0370215,,,13.12.02.1,2A,,,,,
,,,,,,,,,,H,08,,AEK,0370215,,,13.12.02.1,2B,,,,,
,,,,,,,,,,J,08,,DAW,0370083,,,12.60.04.1,4D,,,,,
,,,,,,,,,,J,08,,DAW,0370083,,,12.60.17.1,2B,,,,,
,,,,,,,,,,J,08,,DAW,0370083,,,15.38.04.1,4D,,,,,
,,,,,,,,,,K,08,,CABL,,,,11.04.06.4,4A,,,,,
,,,,,,,,,,A,09,,DFP,0370228,,,12.60.02.1,5G,,,,3,Identified Using Sheet
,,,,,,,,,,A,09,,DFP,0370228,,,12.60.02.1,3H,,,,3,Identified Using Sheet
,,,,,,,,,,A,09,,DFP,0370228,,,12.60.02.1,5H,,,,3,Identified Using Sheet
,,,,,,,,,,A,09,,DFP,0370228,,,12.60.02.1,5I,,,,3,Identified Using Sheet
,,,,,,,,,,A,09,,DFP,0370228,,,13.13.03.1,1B,,,,3,Identified Using Sheet
,,,,,,,,,,B,09,,DAC,0371951,B53,,12.61.13.1,3I,,,,,Identified Using Sheet
,,,,,,,,,,C,09,,DGR,0370258,B53,,12.61.13.1,2I,,,,,Identified Using Sheet
,,,,,,,,,,C,09,,DGR,0370258,B53,,13.12.14.1,3A,,,,,Identified Using Sheet
,,,,,,,,,,D,09,,DGR,0370258,,,12.60.03.1,2G,,,,2 3 4 6 *,
,,,,,,,,,,D,09,,DGR,0370258,,,12.60.04.1,4H,,,,2 3 4 6 *,
,,,,,,,,,,E,09,,DFC,0370205,,,13.13.01.1,4A,,,,,
,,,,,,,,,,E,09,,DFC,0370205,,,13.13.01.1,4G,,,,,
,,,,,,,,,,E,09,,DFC,0370205,,,13.13.04.1,4A,,,,,
,,,,,,,,,,E,09,,DFC,0370205,,,13.13.04.1,4B,,,,,
,,,,,,,,,,F,09,,DEW,0370211,,,13.13.01.1,2A,,,,,Identified Using Sheet
,,,,,,,,,,F,09,,DEW,0370211,,,13.13.01.1,2C,,,,,Identified Using Sheet
,,,,,,,,,,F,09,,DEW,0370211,,,13.13.01.1,2E,,,,,Identified Using Sheet
,,,,,,,,,,F,09,,DEW,0370211,,,13.13.01.1,2G,,,,,Identified Using Sheet
,,,,,,,,,,F,09,,DEW,0370211,,,13.13.03.1,2I,,,,,Identified Using Sheet
,,,,,,,,,,F,09,,DEW,0370211,,,13.13.11.1,4H,,,,,Identified Using Sheet
,,,,,,,,,,G,09,,DEA,0371941,,,13.12.01.1,2D,,,,,Identified Using Sheet
,,,,,,,,,,G,09,,DEA,0371941,,,13.12.01.1,2H,,,,,Identified Using Sheet
,,,,,,,,,,G,09,,DEA,0371941,,,13.12.02.1,2C,,,,,Identified Using Sheet
,,,,,,,,,,G,09,,DEA,0371941,,,13.12.02.1,2F,,,,,Identified Using Sheet
,,,,,,,,,,G,09,,DEA,0371941,,,13.12.02.1,2I,,,,,Identified Using Sheet
,,,,,,,,,,G,09,,DEA,0371941,,,13.12.03.1,2D,,,,,Identified Using Sheet
,,,,,,,,,,H,09,,AEK,0370215,,,13.12.02.1,3D,,,,,
,,,,,,,,,,H,09,,AEK,0370215,,,13.12.02.1,2E,,,,,
,,,,,,,,,,H,09,,AEK,0370215,,,13.12.02.1,2G,,,,,
,,,,,,,,,,J,09,,DEA,0371941,,,13.10.01.1,2D,,,,2 3 4 6,
,,,,,,,,,,J,09,,DEA,0371941,,,13.12.03.1,2H,,,,2 3 4 6,
,,,,,,,,,,K,09,,CONN,,,,11.04.06.4,3A,,,,,
,,,,,,,,,,A,10,,EMPTY,,,N,,,,,,,
,,,,,,,,,,B,10,,DFZ,0370241,B53,,12.61.13.1,4I,,,,,Identified Using Sheet
,,,,,,,,,,C,10,,DFE,0370201,,,12.15.04.1,2A,,,,,
,,,,,,,,,,C,10,,DFE,0370201,,,12.15.04.1,2B,,,,,
,,,,,,,,,,C,10,,DFE,0370201,,,12.60.02.1,1I,,,,,
,,,,,,,,,,C,10,,DFE,0370201,,,12.60.03.1,2H,,,,,
,,,,,,,,,,D,10,,DEQ,0370212,,,13.10.01.1,1E,,,,,Identified Using Sheet
,,,,,,,,,,D,10,,DEQ,0370212,,,13.10.01.1,2E,,,,,Identified Using Sheet
